ano,idade,sexo,total
2007,13 anos,Homem,
2007,14 anos,Homem,
2007,15 a 84 anos,Homem,88
2007,15 a 19 anos,Homem,4
2007,20 a 24 anos,Homem,3
2007,25 a 29 anos,Homem,2
2007,30 a 34 anos,Homem,7
2007,35 a 39 anos,Homem,3
2007,40 a 44 anos,Homem,9
2007,45 a 49 anos,Homem,7
2007,50 a 54 anos,Homem,5
2007,55 a 59 anos,Homem,13
2007,60 a 64 anos,Homem,11
2007,65 a 69 anos,Homem,3
2007,70 a 74 anos,Homem,8
2007,75 a 79 anos,Homem,5
2007,80 a 84 anos,Homem,8
2007,85 anos ou mais,Homem,12
2007,85 a 89 anos,Homem,7
2007,85 anos,Homem,2
2007,86 anos,Homem,
2007,87 anos,Homem,1
2007,88 anos,Homem,3
2007,89 anos,Homem,1
2007,90 a 94 anos,Homem,4
2007,90 anos,Homem,
2007,91 anos,Homem,1
2007,92 anos,Homem,2
2007,93 anos,Homem,
2007,94 anos,Homem,1
2007,95 a 99 anos,Homem,1
2007,95 anos,Homem,
2007,96 anos,Homem,
2007,97 anos,Homem,
2007,98 anos,Homem,1
2007,99 anos,Homem,
2007,100 anos ou mais,Homem,
2007,Idade ignorada,Homem,1
2007,Menos de 1 ano,Mulher,2
2007,Menos de 7 dias,Mulher,2
2007,Menos de 1 dia,Mulher,1
2007,1 dia,Mulher,1
2007,2 dias,Mulher,
2007,3 dias,Mulher,
2007,4 dias,Mulher,
2007,5 dias,Mulher,
2007,6 dias,Mulher,
2007,7 a 27 dias,Mulher,
2007,7 a 13 dias,Mulher,
2007,14 a 20 dias,Mulher,
2007,21 a 27 dias,Mulher,
2007,28 a 364 dias,Mulher,
2007,28 a 59 dias,Mulher,
2007,60 a 364 dias,Mulher,
2007,2 meses,Mulher,
2007,3 meses,Mulher,
2007,4 meses,Mulher,
2007,5 meses,Mulher,
2007,6 meses,Mulher,
2007,7 meses,Mulher,
2007,8 meses,Mulher,
2007,9 meses,Mulher,
2007,10 meses,Mulher,
2007,11 meses,Mulher,
2007,1 a 14 anos,Mulher,1
2007,1 a 4 anos,Mulher,
2007,1 ano,Mulher,
2007,2 anos,Mulher,
2007,3 anos,Mulher,
2007,4 anos,Mulher,
2007,5 a 9 anos,Mulher,
2007,5 anos,Mulher,
2007,6 anos,Mulher,
2007,7 anos,Mulher,
2007,8 anos,Mulher,
2007,9 anos,Mulher,
2007,10 a 14 anos,Mulher,1
2007,10 anos,Mulher,
2007,11 anos,Mulher,
2007,12 anos,Mulher,1
2007,13 anos,Mulher,
2007,14 anos,Mulher,
2007,15 a 84 anos,Mulher,41
2007,15 a 19 anos,Mulher,
2007,20 a 24 anos,Mulher,1
2007,25 a 29 anos,Mulher,
2007,30 a 34 anos,Mulher,1
2007,35 a 39 anos,Mulher,1
2007,40 a 44 anos,Mulher,6
2007,45 a 49 anos,Mulher,1
2007,50 a 54 anos,Mulher,2
2007,55 a 59 anos,Mulher,3
2007,60 a 64 anos,Mulher,4
2007,65 a 69 anos,Mulher,6
2007,70 a 74 anos,Mulher,5
2007,75 a 79 anos,Mulher,8
2007,80 a 84 anos,Mulher,3
2007,85 anos ou mais,Mulher,12
2007,85 a 89 anos,Mulher,6
2007,85 anos,Mulher,
2007,86 anos,Mulher,2
2007,87 anos,Mulher,1
2007,88 anos,Mulher,3
2007,89 anos,Mulher,
2007,90 a 94 anos,Mulher,5
2007,90 anos,Mulher,1
2007,91 anos,Mulher,1
2007,92 anos,Mulher,
2007,93 anos,Mulher,2
2007,94 anos,Mulher,1
2007,95 a 99 anos,Mulher,1
2007,95 anos,Mulher,
2007,96 anos,Mulher,1
2007,97 anos,Mulher,
2007,98 anos,Mulher,
2007,99 anos,Mulher,
2007,100 anos ou mais,Mulher,
2007,Idade ignorada,Mulher,1
2008,Menos de 1 ano,Homem,3
2008,Menos de 7 dias,Homem,2
2008,Menos de 1 dia,Homem,2
2008,1 dia,Homem,
2008,2 dias,Homem,
2008,3 dias,Homem,
2008,4 dias,Homem,
2008,5 dias,Homem,
2008,6 dias,Homem,
2008,7 a 27 dias,Homem,
2008,7 a 13 dias,Homem,
2008,14 a 20 dias,Homem,
2008,21 a 27 dias,Homem,
2008,28 a 364 dias,Homem,1
2008,28 a 59 dias,Homem,
2008,60 a 364 dias,Homem,1
2008,2 meses,Homem,1
2008,3 meses,Homem,
2008,4 meses,Homem,
2008,5 meses,Homem,
2008,6 meses,Homem,
2008,7 meses,Homem,
2008,8 meses,Homem,
2008,9 meses,Homem,
2008,10 meses,Homem,
2008,11 meses,Homem,
2008,1 a 14 anos,Homem,5
2008,1 a 4 anos,Homem,3
2008,1 ano,Homem,1
2008,2 anos,Homem,
2008,3 anos,Homem,
2008,4 anos,Homem,2
2008,5 a 9 anos,Homem,2
2008,5 anos,Homem,
2008,6 anos,Homem,
2008,7 anos,Homem,1
2008,8 anos,Homem,1
2008,9 anos,Homem,
2008,10 a 14 anos,Homem,
2008,10 anos,Homem,
2008,11 anos,Homem,
2008,12 anos,Homem,
2008,13 anos,Homem,
2008,14 anos,Homem,
2008,15 a 84 anos,Homem,91
2008,15 a 19 anos,Homem,5
2008,20 a 24 anos,Homem,7
2008,25 a 29 anos,Homem,3
2008,30 a 34 anos,Homem,3
2008,35 a 39 anos,Homem,5
2008,40 a 44 anos,Homem,5
2008,45 a 49 anos,Homem,3
2008,50 a 54 anos,Homem,12
2008,55 a 59 anos,Homem,6
2008,60 a 64 anos,Homem,7
2008,65 a 69 anos,Homem,9
2008,70 a 74 anos,Homem,11
2008,75 a 79 anos,Homem,9
2008,80 a 84 anos,Homem,6
2008,85 anos ou mais,Homem,13
2008,85 a 89 anos,Homem,4
2008,85 anos,Homem,
2008,86 anos,Homem,1
2008,87 anos,Homem,1
2008,88 anos,Homem,2
2008,89 anos,Homem,
2008,90 a 94 anos,Homem,6
2008,90 anos,Homem,
2008,91 anos,Homem,1
2008,92 anos,Homem,1
2008,93 anos,Homem,
2008,94 anos,Homem,4
2008,95 a 99 anos,Homem,2
2008,95 anos,Homem,1
2008,96 anos,Homem,
2008,97 anos,Homem,1
2008,98 anos,Homem,
2008,99 anos,Homem,
2008,100 anos ou mais,Homem,1
2008,Idade ignorada,Homem,
2008,Menos de 1 ano,Mulher,1
2008,Menos de 7 dias,Mulher,
2008,Menos de 1 dia,Mulher,
2008,1 dia,Mulher,
2008,2 dias,Mulher,
2008,3 dias,Mulher,
2008,4 dias,Mulher,
2008,5 dias,Mulher,
2008,6 dias,Mulher,
2008,7 a 27 dias,Mulher,
2008,7 a 13 dias,Mulher,
2008,14 a 20 dias,Mulher,
2008,21 a 27 dias,Mulher,
2008,28 a 364 dias,Mulher,1
2008,28 a 59 dias,Mulher,1
2008,60 a 364 dias,Mulher,
2008,2 meses,Mulher,
2008,3 meses,Mulher,
2008,4 meses,Mulher,
2008,5 meses,Mulher,
2008,6 meses,Mulher,
2008,7 meses,Mulher,
2008,8 meses,Mulher,
2008,9 meses,Mulher,
2008,10 meses,Mulher,
2008,11 meses,Mulher,
2008,1 a 14 anos,Mulher,2
2008,1 a 4 anos,Mulher,2
2008,1 ano,Mulher,2
2008,2 anos,Mulher,
2008,3 anos,Mulher,
2008,4 anos,Mulher,
2008,5 a 9 anos,Mulher,
2008,5 anos,Mulher,
2008,6 anos,Mulher,
2008,7 anos,Mulher,
2008,8 anos,Mulher,
2008,9 anos,Mulher,
2008,10 a 14 anos,Mulher,
2008,10 anos,Mulher,
2008,11 anos,Mulher,
2008,12 anos,Mulher,
2008,13 anos,Mulher,
2008,14 anos,Mulher,
2008,15 a 84 anos,Mulher,54
2008,15 a 19 anos,Mulher,1
2008,20 a 24 anos,Mulher,
2008,25 a 29 anos,Mulher,2
2008,30 a 34 anos,Mulher,4
2008,35 a 39 anos,Mulher,2
2008,40 a 44 anos,Mulher,2
2008,45 a 49 anos,Mulher,3
2008,50 a 54 anos,Mulher,4
2008,55 a 59 anos,Mulher,2
2008,60 a 64 anos,Mulher,9
2008,65 a 69 anos,Mulher,9
2008,70 a 74 anos,Mulher,7
2008,75 a 79 anos,Mulher,6
2008,80 a 84 anos,Mulher,3
2008,85 anos ou mais,Mulher,17
2008,85 a 89 anos,Mulher,2
2008,85 anos,Mulher,
2008,86 anos,Mulher,
2008,87 anos,Mulher,2
2008,88 anos,Mulher,
2008,89 anos,Mulher,
2008,90 a 94 anos,Mulher,9
2008,90 anos,Mulher,1
2008,91 anos,Mulher,
2008,92 anos,Mulher,3
2008,93 anos,Mulher,2
2008,94 anos,Mulher,3
2008,95 a 99 anos,Mulher,5
2008,95 anos,Mulher,1
2008,96 anos,Mulher,1
2008,97 anos,Mulher,1
2008,98 anos,Mulher,1
2008,99 anos,Mulher,1
2008,100 anos ou mais,Mulher,1
2008,Idade ignorada,Mulher,
2009,Menos de 1 ano,Homem,1
2009,Menos de 7 dias,Homem,
2009,Menos de 1 dia,Homem,
2009,1 dia,Homem,
2009,2 dias,Homem,
2009,3 dias,Homem,
2009,4 dias,Homem,
2009,5 dias,Homem,
2009,6 dias,Homem,
2009,7 a 27 dias,Homem,
2009,7 a 13 dias,Homem,
2009,14 a 20 dias,Homem,
2009,21 a 27 dias,Homem,
2009,28 a 364 dias,Homem,1
2009,28 a 59 dias,Homem,1
2009,60 a 364 dias,Homem,
2009,2 meses,Homem,
2009,3 meses,Homem,
2009,4 meses,Homem,
2009,5 meses,Homem,
2009,6 meses,Homem,
2009,7 meses,Homem,
2009,8 meses,Homem,
2009,9 meses,Homem,
2009,10 meses,Homem,
2009,11 meses,Homem,
2009,1 a 14 anos,Homem,2
2009,1 a 4 anos,Homem,
2009,1 ano,Homem,
2009,2 anos,Homem,
2009,3 anos,Homem,
2009,4 anos,Homem,
2009,5 a 9 anos,Homem,1
2009,5 anos,Homem,1
2009,6 anos,Homem,
2009,7 anos,Homem,
2009,8 anos,Homem,
2009,9 anos,Homem,
2009,10 a 14 anos,Homem,1
2009,10 anos,Homem,1
2009,11 anos,Homem,
2009,12 anos,Homem,
2009,13 anos,Homem,
2009,14 anos,Homem,
2009,15 a 84 anos,Homem,95
2009,15 a 19 anos,Homem,5
2009,20 a 24 anos,Homem,7
2009,25 a 29 anos,Homem,6
2009,30 a 34 anos,Homem,5
2009,35 a 39 anos,Homem,8
2009,40 a 44 anos,Homem,8
2009,45 a 49 anos,Homem,6
2009,50 a 54 anos,Homem,5
2009,55 a 59 anos,Homem,7
2009,60 a 64 anos,Homem,13
2009,65 a 69 anos,Homem,2
2009,70 a 74 anos,Homem,9
2009,75 a 79 anos,Homem,10
2009,80 a 84 anos,Homem,4
2009,85 anos ou mais,Homem,14
2009,85 a 89 anos,Homem,7
2009,85 anos,Homem,4
2009,86 anos,Homem,1
2009,87 anos,Homem,1
2009,88 anos,Homem,
2009,89 anos,Homem,1
2009,90 a 94 anos,Homem,6
2009,90 anos,Homem,2
2009,91 anos,Homem,1
2009,92 anos,Homem,
2009,93 anos,Homem,1
2009,94 anos,Homem,2
2009,95 a 99 anos,Homem,1
2009,95 anos,Homem,
2009,96 anos,Homem,
2009,97 anos,Homem,
2009,98 anos,Homem,1
2009,99 anos,Homem,
2009,100 anos ou mais,Homem,
2009,Idade ignorada,Homem,1
2009,Menos de 1 ano,Mulher,1
2009,Menos de 7 dias,Mulher,1
2009,Menos de 1 dia,Mulher,1
2009,1 dia,Mulher,
2009,2 dias,Mulher,
2009,3 dias,Mulher,
2009,4 dias,Mulher,
2009,5 dias,Mulher,
2009,6 dias,Mulher,
2009,7 a 27 dias,Mulher,
2009,7 a 13 dias,Mulher,
2009,14 a 20 dias,Mulher,
2009,21 a 27 dias,Mulher,
2009,28 a 364 dias,Mulher,
2009,28 a 59 dias,Mulher,
2009,60 a 364 dias,Mulher,
2009,2 meses,Mulher,
2009,3 meses,Mulher,
2009,4 meses,Mulher,
2009,5 meses,Mulher,
2009,6 meses,Mulher,
2009,7 meses,Mulher,
2009,8 meses,Mulher,
2009,9 meses,Mulher,
2009,10 meses,Mulher,
2009,11 meses,Mulher,
2009,1 a 14 anos,Mulher,4
2009,1 a 4 anos,Mulher,1
2009,1 ano,Mulher,
2009,2 anos,Mulher,1
2009,3 anos,Mulher,
2009,4 anos,Mulher,
2009,5 a 9 anos,Mulher,
2009,5 anos,Mulher,
2009,6 anos,Mulher,
2009,7 anos,Mulher,
2009,8 anos,Mulher,
2009,9 anos,Mulher,
2009,10 a 14 anos,Mulher,3
2009,10 anos,Mulher,1
2009,11 anos,Mulher,
2009,12 anos,Mulher,
2009,13 anos,Mulher,1
2009,14 anos,Mulher,1
2009,15 a 84 anos,Mulher,43
2009,15 a 19 anos,Mulher,1
2009,20 a 24 anos,Mulher,3
2009,25 a 29 anos,Mulher,2
2009,30 a 34 anos,Mulher,
2009,35 a 39 anos,Mulher,2
2009,40 a 44 anos,Mulher,3
2009,45 a 49 anos,Mulher,5
2009,50 a 54 anos,Mulher,1
2009,55 a 59 anos,Mulher,3
2009,60 a 64 anos,Mulher,4
2009,65 a 69 anos,Mulher,4
2009,70 a 74 anos,Mulher,4
2009,75 a 79 anos,Mulher,5
2009,80 a 84 anos,Mulher,6
2009,85 anos ou mais,Mulher,23
2009,85 a 89 anos,Mulher,3
2009,85 anos,Mulher,1
2009,86 anos,Mulher,
2009,87 anos,Mulher,
2009,88 anos,Mulher,1
2009,89 anos,Mulher,1
2009,90 a 94 anos,Mulher,9
2009,90 anos,Mulher,1
2009,91 anos,Mulher,3
2009,92 anos,Mulher,
2009,93 anos,Mulher,2
2009,94 anos,Mulher,3
2009,95 a 99 anos,Mulher,9
2009,95 anos,Mulher,2
2009,96 anos,Mulher,3
2009,97 anos,Mulher,
2009,98 anos,Mulher,1
2009,99 anos,Mulher,3
2009,100 anos ou mais,Mulher,2
2009,Idade ignorada,Mulher,
2010,Menos de 1 ano,Homem,4
2010,Menos de 7 dias,Homem,2
2010,Menos de 1 dia,Homem,1
2010,1 dia,Homem,
2010,2 dias,Homem,
2010,3 dias,Homem,
2010,4 dias,Homem,
2010,5 dias,Homem,1
2010,6 dias,Homem,
2010,7 a 27 dias,Homem,
2010,7 a 13 dias,Homem,
2010,14 a 20 dias,Homem,
2010,21 a 27 dias,Homem,
2010,28 a 364 dias,Homem,2
2010,28 a 59 dias,Homem,
2010,60 a 364 dias,Homem,2
2010,2 meses,Homem,1
2010,3 meses,Homem,
2010,4 meses,Homem,
2010,5 meses,Homem,
2010,6 meses,Homem,
2010,7 meses,Homem,
2010,8 meses,Homem,1
2010,9 meses,Homem,
2010,10 meses,Homem,
2010,11 meses,Homem,
2010,1 a 14 anos,Homem,1
2010,1 a 4 anos,Homem,1
2010,1 ano,Homem,1
2010,2 anos,Homem,
2010,3 anos,Homem,
2010,4 anos,Homem,
2010,5 a 9 anos,Homem,
2010,5 anos,Homem,
2010,6 anos,Homem,
2010,7 anos,Homem,
2010,8 anos,Homem,
2010,9 anos,Homem,
2010,10 a 14 anos,Homem,
2010,10 anos,Homem,
2010,11 anos,Homem,
2010,12 anos,Homem,
2010,13 anos,Homem,
2010,14 anos,Homem,
2010,15 a 84 anos,Homem,69
2010,15 a 19 anos,Homem,2
2010,20 a 24 anos,Homem,4
2010,25 a 29 anos,Homem,2
2010,30 a 34 anos,Homem,8
2010,35 a 39 anos,Homem,5
2010,40 a 44 anos,Homem,3
2010,45 a 49 anos,Homem,4
2010,50 a 54 anos,Homem,6
2010,55 a 59 anos,Homem,5
2010,60 a 64 anos,Homem,6
2010,65 a 69 anos,Homem,9
2010,70 a 74 anos,Homem,5
2010,75 a 79 anos,Homem,3
2010,80 a 84 anos,Homem,7
2010,85 anos ou mais,Homem,13
2010,85 a 89 anos,Homem,4
2010,85 anos,Homem,1
2010,86 anos,Homem,1
2010,87 anos,Homem,1
2010,88 anos,Homem,
2010,89 anos,Homem,1
2010,90 a 94 anos,Homem,5
2010,90 anos,Homem,1
2010,91 anos,Homem,
2010,92 anos,Homem,1
2010,93 anos,Homem,2
2010,94 anos,Homem,1
2010,95 a 99 anos,Homem,3
2010,95 anos,Homem,1
2010,96 anos,Homem,1
2010,97 anos,Homem,1
2010,98 anos,Homem,
2010,99 anos,Homem,
2010,100 anos ou mais,Homem,1
2010,Idade ignorada,Homem,3
2010,Menos de 1 ano,Mulher,1
2010,Menos de 7 dias,Mulher,
2010,Menos de 1 dia,Mulher,
2010,1 dia,Mulher,
2010,2 dias,Mulher,
2010,3 dias,Mulher,
2010,4 dias,Mulher,
2010,5 dias,Mulher,
2010,6 dias,Mulher,
2010,7 a 27 dias,Mulher,
2010,7 a 13 dias,Mulher,
2010,14 a 20 dias,Mulher,
2010,21 a 27 dias,Mulher,
2010,28 a 364 dias,Mulher,1
2010,28 a 59 dias,Mulher,1
2010,60 a 364 dias,Mulher,
2010,2 meses,Mulher,
2010,3 meses,Mulher,
2010,4 meses,Mulher,
2010,5 meses,Mulher,
2010,6 meses,Mulher,
2010,7 meses,Mulher,
2010,8 meses,Mulher,
2010,9 meses,Mulher,
2010,10 meses,Mulher,
2010,11 meses,Mulher,
2010,1 a 14 anos,Mulher,1
2010,1 a 4 anos,Mulher,
2010,1 ano,Mulher,
2010,2 anos,Mulher,
2010,3 anos,Mulher,
2010,4 anos,Mulher,
2010,5 a 9 anos,Mulher,1
2010,5 anos,Mulher,
2010,6 anos,Mulher,
2010,7 anos,Mulher,
2010,8 anos,Mulher,1
2010,9 anos,Mulher,
2010,10 a 14 anos,Mulher,
2010,10 anos,Mulher,
2010,11 anos,Mulher,
2010,12 anos,Mulher,
2010,13 anos,Mulher,
2010,14 anos,Mulher,
2010,15 a 84 anos,Mulher,36
2010,15 a 19 anos,Mulher,
2010,20 a 24 anos,Mulher,3
2010,25 a 29 anos,Mulher,4
2010,30 a 34 anos,Mulher,1
2010,35 a 39 anos,Mulher,1
2010,40 a 44 anos,Mulher,1
2010,45 a 49 anos,Mulher,3
2010,50 a 54 anos,Mulher,2
2010,55 a 59 anos,Mulher,6
2010,60 a 64 anos,Mulher,3
2010,65 a 69 anos,Mulher,2
2010,70 a 74 anos,Mulher,3
2010,75 a 79 anos,Mulher,4
2010,80 a 84 anos,Mulher,3
2010,85 anos ou mais,Mulher,14
2010,85 a 89 anos,Mulher,
2010,85 anos,Mulher,
2010,86 anos,Mulher,
2010,87 anos,Mulher,
2010,88 anos,Mulher,
2010,89 anos,Mulher,
2010,90 a 94 anos,Mulher,6
2010,90 anos,Mulher,2
2010,91 anos,Mulher,
2010,92 anos,Mulher,1
2010,93 anos,Mulher,2
2010,94 anos,Mulher,1
2010,95 a 99 anos,Mulher,6
2010,95 anos,Mulher,
2010,96 anos,Mulher,1
2010,97 anos,Mulher,3
2010,98 anos,Mulher,1
2010,99 anos,Mulher,1
2010,100 anos ou mais,Mulher,2
2010,Idade ignorada,Mulher,
2011,Menos de 1 ano,Homem,2
2011,Menos de 7 dias,Homem,1
2011,Menos de 1 dia,Homem,1
2011,1 dia,Homem,
2011,2 dias,Homem,
2011,3 dias,Homem,
2011,4 dias,Homem,
2011,5 dias,Homem,
2011,6 dias,Homem,
2011,7 a 27 dias,Homem,
2011,7 a 13 dias,Homem,
2011,14 a 20 dias,Homem,
2011,21 a 27 dias,Homem,
2011,28 a 364 dias,Homem,1
2011,28 a 59 dias,Homem,1
2011,60 a 364 dias,Homem,
2011,2 meses,Homem,
2011,3 meses,Homem,
2011,4 meses,Homem,
2011,5 meses,Homem,
2011,6 meses,Homem,
2011,7 meses,Homem,
2011,8 meses,Homem,
2011,9 meses,Homem,
2011,10 meses,Homem,
2011,11 meses,Homem,
2011,1 a 14 anos,Homem,1
2011,1 a 4 anos,Homem,
2011,1 ano,Homem,
2011,2 anos,Homem,
2011,3 anos,Homem,
2011,4 anos,Homem,
2011,5 a 9 anos,Homem,
2011,5 anos,Homem,
2011,6 anos,Homem,
2011,7 anos,Homem,
2011,8 anos,Homem,
2011,9 anos,Homem,
2011,10 a 14 anos,Homem,1
2011,10 anos,Homem,
2011,11 anos,Homem,
2011,12 anos,Homem,
2011,13 anos,Homem,
2011,14 anos,Homem,1
2011,15 a 84 anos,Homem,86
2011,15 a 19 anos,Homem,2
2011,20 a 24 anos,Homem,7
2011,25 a 29 anos,Homem,5
2011,30 a 34 anos,Homem,2
2011,35 a 39 anos,Homem,1
2011,40 a 44 anos,Homem,5
2011,45 a 49 anos,Homem,7
2011,50 a 54 anos,Homem,10
2011,55 a 59 anos,Homem,5
2011,60 a 64 anos,Homem,6
2011,65 a 69 anos,Homem,10
2011,70 a 74 anos,Homem,7
2011,75 a 79 anos,Homem,10
2011,80 a 84 anos,Homem,9
2011,85 anos ou mais,Homem,19
2011,85 a 89 anos,Homem,9
2011,85 anos,Homem,3
2011,86 anos,Homem,2
2011,87 anos,Homem,
2011,88 anos,Homem,2
2011,89 anos,Homem,2
2011,90 a 94 anos,Homem,5
2011,90 anos,Homem,1
2011,91 anos,Homem,2
2011,92 anos,Homem,1
2011,93 anos,Homem,
2011,94 anos,Homem,1
2011,95 a 99 anos,Homem,5
2011,95 anos,Homem,1
2011,96 anos,Homem,2
2011,97 anos,Homem,1
2011,98 anos,Homem,
2011,99 anos,Homem,1
2011,100 anos ou mais,Homem,
2011,Idade ignorada,Homem,4
