ano,idade,sexo,total
2015,13 anos,Mulher,
2015,14 anos,Mulher,
2015,15 a 84 anos,Mulher,44
2015,15 a 19 anos,Mulher,1
2015,20 a 24 anos,Mulher,
2015,25 a 29 anos,Mulher,1
2015,30 a 34 anos,Mulher,1
2015,35 a 39 anos,Mulher,
2015,40 a 44 anos,Mulher,2
2015,45 a 49 anos,Mulher,2
2015,50 a 54 anos,Mulher,2
2015,55 a 59 anos,Mulher,2
2015,60 a 64 anos,Mulher,5
2015,65 a 69 anos,Mulher,7
2015,70 a 74 anos,Mulher,8
2015,75 a 79 anos,Mulher,4
2015,80 a 84 anos,Mulher,9
2015,85 anos ou mais,Mulher,8
2015,85 a 89 anos,Mulher,3
2015,85 anos,Mulher,2
2015,86 anos,Mulher,
2015,87 anos,Mulher,
2015,88 anos,Mulher,
2015,89 anos,Mulher,1
2015,90 a 94 anos,Mulher,
2015,90 anos,Mulher,
2015,91 anos,Mulher,
2015,92 anos,Mulher,
2015,93 anos,Mulher,
2015,94 anos,Mulher,
2015,95 a 99 anos,Mulher,2
2015,95 anos,Mulher,
2015,96 anos,Mulher,1
2015,97 anos,Mulher,
2015,98 anos,Mulher,1
2015,99 anos,Mulher,
2015,100 anos ou mais,Mulher,3
2015,Idade ignorada,Mulher,
2016,Menos de 1 ano,Homem,
2016,Menos de 7 dias,Homem,
2016,Menos de 1 dia,Homem,
2016,1 dia,Homem,
2016,2 dias,Homem,
2016,3 dias,Homem,
2016,4 dias,Homem,
2016,5 dias,Homem,
2016,6 dias,Homem,
2016,7 a 27 dias,Homem,
2016,7 a 13 dias,Homem,
2016,14 a 20 dias,Homem,
2016,21 a 27 dias,Homem,
2016,28 a 364 dias,Homem,
2016,28 a 59 dias,Homem,
2016,60 a 364 dias,Homem,
2016,2 meses,Homem,
2016,3 meses,Homem,
2016,4 meses,Homem,
2016,5 meses,Homem,
2016,6 meses,Homem,
2016,7 meses,Homem,
2016,8 meses,Homem,
2016,9 meses,Homem,
2016,10 meses,Homem,
2016,11 meses,Homem,
2016,1 a 14 anos,Homem,
2016,1 a 4 anos,Homem,
2016,1 ano,Homem,
2016,2 anos,Homem,
2016,3 anos,Homem,
2016,4 anos,Homem,
2016,5 a 9 anos,Homem,
2016,5 anos,Homem,
2016,6 anos,Homem,
2016,7 anos,Homem,
2016,8 anos,Homem,
2016,9 anos,Homem,
2016,10 a 14 anos,Homem,
2016,10 anos,Homem,
2016,11 anos,Homem,
2016,12 anos,Homem,
2016,13 anos,Homem,
2016,14 anos,Homem,
2016,15 a 84 anos,Homem,96
2016,15 a 19 anos,Homem,5
2016,20 a 24 anos,Homem,10
2016,25 a 29 anos,Homem,6
2016,30 a 34 anos,Homem,4
2016,35 a 39 anos,Homem,3
2016,40 a 44 anos,Homem,4
2016,45 a 49 anos,Homem,11
2016,50 a 54 anos,Homem,6
2016,55 a 59 anos,Homem,14
2016,60 a 64 anos,Homem,5
2016,65 a 69 anos,Homem,9
2016,70 a 74 anos,Homem,6
2016,75 a 79 anos,Homem,8
2016,80 a 84 anos,Homem,5
2016,85 anos ou mais,Homem,11
2016,85 a 89 anos,Homem,4
2016,85 anos,Homem,3
2016,86 anos,Homem,
2016,87 anos,Homem,
2016,88 anos,Homem,1
2016,89 anos,Homem,
2016,90 a 94 anos,Homem,2
2016,90 anos,Homem,
2016,91 anos,Homem,
2016,92 anos,Homem,
2016,93 anos,Homem,
2016,94 anos,Homem,2
2016,95 a 99 anos,Homem,3
2016,95 anos,Homem,
2016,96 anos,Homem,2
2016,97 anos,Homem,
2016,98 anos,Homem,1
2016,99 anos,Homem,
2016,100 anos ou mais,Homem,2
2016,Idade ignorada,Homem,2
2016,Menos de 1 ano,Mulher,1
2016,Menos de 7 dias,Mulher,1
2016,Menos de 1 dia,Mulher,
2016,1 dia,Mulher,
2016,2 dias,Mulher,1
2016,3 dias,Mulher,
2016,4 dias,Mulher,
2016,5 dias,Mulher,
2016,6 dias,Mulher,
2016,7 a 27 dias,Mulher,
2016,7 a 13 dias,Mulher,
2016,14 a 20 dias,Mulher,
2016,21 a 27 dias,Mulher,
2016,28 a 364 dias,Mulher,
2016,28 a 59 dias,Mulher,
2016,60 a 364 dias,Mulher,
2016,2 meses,Mulher,
2016,3 meses,Mulher,
2016,4 meses,Mulher,
2016,5 meses,Mulher,
2016,6 meses,Mulher,
2016,7 meses,Mulher,
2016,8 meses,Mulher,
2016,9 meses,Mulher,
2016,10 meses,Mulher,
2016,11 meses,Mulher,
2016,1 a 14 anos,Mulher,2
2016,1 a 4 anos,Mulher,1
2016,1 ano,Mulher,
2016,2 anos,Mulher,1
2016,3 anos,Mulher,
2016,4 anos,Mulher,
2016,5 a 9 anos,Mulher,1
2016,5 anos,Mulher,
2016,6 anos,Mulher,1
2016,7 anos,Mulher,
2016,8 anos,Mulher,
2016,9 anos,Mulher,
2016,10 a 14 anos,Mulher,
2016,10 anos,Mulher,
2016,11 anos,Mulher,
2016,12 anos,Mulher,
2016,13 anos,Mulher,
2016,14 anos,Mulher,
2016,15 a 84 anos,Mulher,53
2016,15 a 19 anos,Mulher,
2016,20 a 24 anos,Mulher,3
2016,25 a 29 anos,Mulher,1
2016,30 a 34 anos,Mulher,1
2016,35 a 39 anos,Mulher,1
2016,40 a 44 anos,Mulher,1
2016,45 a 49 anos,Mulher,7
2016,50 a 54 anos,Mulher,8
2016,55 a 59 anos,Mulher,1
2016,60 a 64 anos,Mulher,7
2016,65 a 69 anos,Mulher,5
2016,70 a 74 anos,Mulher,5
2016,75 a 79 anos,Mulher,7
2016,80 a 84 anos,Mulher,6
2016,85 anos ou mais,Mulher,20
2016,85 a 89 anos,Mulher,7
2016,85 anos,Mulher,3
2016,86 anos,Mulher,1
2016,87 anos,Mulher,1
2016,88 anos,Mulher,
2016,89 anos,Mulher,2
2016,90 a 94 anos,Mulher,6
2016,90 anos,Mulher,2
2016,91 anos,Mulher,
2016,92 anos,Mulher,2
2016,93 anos,Mulher,1
2016,94 anos,Mulher,1
2016,95 a 99 anos,Mulher,3
2016,95 anos,Mulher,
2016,96 anos,Mulher,1
2016,97 anos,Mulher,1
2016,98 anos,Mulher,
2016,99 anos,Mulher,1
2016,100 anos ou mais,Mulher,4
2016,Idade ignorada,Mulher,
2017,Menos de 1 ano,Homem,5
2017,Menos de 7 dias,Homem,2
2017,Menos de 1 dia,Homem,
2017,1 dia,Homem,2
2017,2 dias,Homem,
2017,3 dias,Homem,
2017,4 dias,Homem,
2017,5 dias,Homem,
2017,6 dias,Homem,
2017,7 a 27 dias,Homem,
2017,7 a 13 dias,Homem,
2017,14 a 20 dias,Homem,
2017,21 a 27 dias,Homem,
2017,28 a 364 dias,Homem,3
2017,28 a 59 dias,Homem,1
2017,60 a 364 dias,Homem,2
2017,2 meses,Homem,2
2017,3 meses,Homem,
2017,4 meses,Homem,
2017,5 meses,Homem,
2017,6 meses,Homem,
2017,7 meses,Homem,
2017,8 meses,Homem,
2017,9 meses,Homem,
2017,10 meses,Homem,
2017,11 meses,Homem,
2017,1 a 14 anos,Homem,3
2017,1 a 4 anos,Homem,
2017,1 ano,Homem,
2017,2 anos,Homem,
2017,3 anos,Homem,
2017,4 anos,Homem,
2017,5 a 9 anos,Homem,1
2017,5 anos,Homem,
2017,6 anos,Homem,
2017,7 anos,Homem,1
2017,8 anos,Homem,
2017,9 anos,Homem,
2017,10 a 14 anos,Homem,2
2017,10 anos,Homem,
2017,11 anos,Homem,
2017,12 anos,Homem,
2017,13 anos,Homem,1
2017,14 anos,Homem,1
2017,15 a 84 anos,Homem,113
2017,15 a 19 anos,Homem,11
2017,20 a 24 anos,Homem,8
2017,25 a 29 anos,Homem,6
2017,30 a 34 anos,Homem,9
2017,35 a 39 anos,Homem,4
2017,40 a 44 anos,Homem,5
2017,45 a 49 anos,Homem,8
2017,50 a 54 anos,Homem,9
2017,55 a 59 anos,Homem,7
2017,60 a 64 anos,Homem,12
2017,65 a 69 anos,Homem,8
2017,70 a 74 anos,Homem,13
2017,75 a 79 anos,Homem,2
2017,80 a 84 anos,Homem,11
2017,85 anos ou mais,Homem,9
2017,85 a 89 anos,Homem,2
2017,85 anos,Homem,
2017,86 anos,Homem,
2017,87 anos,Homem,1
2017,88 anos,Homem,
2017,89 anos,Homem,1
2017,90 a 94 anos,Homem,4
2017,90 anos,Homem,1
2017,91 anos,Homem,1
2017,92 anos,Homem,
2017,93 anos,Homem,1
2017,94 anos,Homem,1
2017,95 a 99 anos,Homem,1
2017,95 anos,Homem,1
2017,96 anos,Homem,
2017,97 anos,Homem,
2017,98 anos,Homem,
2017,99 anos,Homem,
2017,100 anos ou mais,Homem,2
2017,Idade ignorada,Homem,
2017,Menos de 1 ano,Mulher,
2017,Menos de 7 dias,Mulher,
2017,Menos de 1 dia,Mulher,
2017,1 dia,Mulher,
2017,2 dias,Mulher,
2017,3 dias,Mulher,
2017,4 dias,Mulher,
2017,5 dias,Mulher,
2017,6 dias,Mulher,
2017,7 a 27 dias,Mulher,
2017,7 a 13 dias,Mulher,
2017,14 a 20 dias,Mulher,
2017,21 a 27 dias,Mulher,
2017,28 a 364 dias,Mulher,
2017,28 a 59 dias,Mulher,
2017,60 a 364 dias,Mulher,
2017,2 meses,Mulher,
2017,3 meses,Mulher,
2017,4 meses,Mulher,
2017,5 meses,Mulher,
2017,6 meses,Mulher,
2017,7 meses,Mulher,
2017,8 meses,Mulher,
2017,9 meses,Mulher,
2017,10 meses,Mulher,
2017,11 meses,Mulher,
2017,1 a 14 anos,Mulher,2
2017,1 a 4 anos,Mulher,1
2017,1 ano,Mulher,
2017,2 anos,Mulher,
2017,3 anos,Mulher,1
2017,4 anos,Mulher,
2017,5 a 9 anos,Mulher,
2017,5 anos,Mulher,
2017,6 anos,Mulher,
2017,7 anos,Mulher,
2017,8 anos,Mulher,
2017,9 anos,Mulher,
2017,10 a 14 anos,Mulher,1
2017,10 anos,Mulher,
2017,11 anos,Mulher,
2017,12 anos,Mulher,1
2017,13 anos,Mulher,
2017,14 anos,Mulher,
2017,15 a 84 anos,Mulher,59
2017,15 a 19 anos,Mulher,1
2017,20 a 24 anos,Mulher,1
2017,25 a 29 anos,Mulher,
2017,30 a 34 anos,Mulher,2
2017,35 a 39 anos,Mulher,1
2017,40 a 44 anos,Mulher,3
2017,45 a 49 anos,Mulher,2
2017,50 a 54 anos,Mulher,5
2017,55 a 59 anos,Mulher,7
2017,60 a 64 anos,Mulher,3
2017,65 a 69 anos,Mulher,6
2017,70 a 74 anos,Mulher,9
2017,75 a 79 anos,Mulher,8
2017,80 a 84 anos,Mulher,11
2017,85 anos ou mais,Mulher,24
2017,85 a 89 anos,Mulher,11
2017,85 anos,Mulher,3
2017,86 anos,Mulher,4
2017,87 anos,Mulher,3
2017,88 anos,Mulher,
2017,89 anos,Mulher,1
2017,90 a 94 anos,Mulher,7
2017,90 anos,Mulher,1
2017,91 anos,Mulher,2
2017,92 anos,Mulher,3
2017,93 anos,Mulher,1
2017,94 anos,Mulher,
2017,95 a 99 anos,Mulher,2
2017,95 anos,Mulher,
2017,96 anos,Mulher,1
2017,97 anos,Mulher,1
2017,98 anos,Mulher,
2017,99 anos,Mulher,
2017,100 anos ou mais,Mulher,4
2017,Idade ignorada,Mulher,
2018,Menos de 1 ano,Homem,1
2018,Menos de 7 dias,Homem,1
2018,Menos de 1 dia,Homem,
2018,1 dia,Homem,1
2018,2 dias,Homem,
2018,3 dias,Homem,
2018,4 dias,Homem,
2018,5 dias,Homem,
2018,6 dias,Homem,
2018,7 a 27 dias,Homem,
2018,7 a 13 dias,Homem,
2018,14 a 20 dias,Homem,
2018,21 a 27 dias,Homem,
2018,28 a 364 dias,Homem,
2018,28 a 59 dias,Homem,
2018,60 a 364 dias,Homem,
2018,2 meses,Homem,
2018,3 meses,Homem,
2018,4 meses,Homem,
2018,5 meses,Homem,
2018,6 meses,Homem,
2018,7 meses,Homem,
2018,8 meses,Homem,
2018,9 meses,Homem,
2018,10 meses,Homem,
2018,11 meses,Homem,
2018,1 a 14 anos,Homem,2
2018,1 a 4 anos,Homem,1
2018,1 ano,Homem,1
2018,2 anos,Homem,
2018,3 anos,Homem,
2018,4 anos,Homem,
2018,5 a 9 anos,Homem,
2018,5 anos,Homem,
2018,6 anos,Homem,
2018,7 anos,Homem,
2018,8 anos,Homem,
2018,9 anos,Homem,
2018,10 a 14 anos,Homem,1
2018,10 anos,Homem,
2018,11 anos,Homem,
2018,12 anos,Homem,
2018,13 anos,Homem,
2018,14 anos,Homem,1
2018,15 a 84 anos,Homem,111
2018,15 a 19 anos,Homem,6
2018,20 a 24 anos,Homem,9
2018,25 a 29 anos,Homem,6
2018,30 a 34 anos,Homem,6
2018,35 a 39 anos,Homem,7
2018,40 a 44 anos,Homem,6
2018,45 a 49 anos,Homem,3
2018,50 a 54 anos,Homem,7
2018,55 a 59 anos,Homem,10
2018,60 a 64 anos,Homem,9
2018,65 a 69 anos,Homem,13
2018,70 a 74 anos,Homem,10
2018,75 a 79 anos,Homem,9
2018,80 a 84 anos,Homem,10
2018,85 anos ou mais,Homem,16
2018,85 a 89 anos,Homem,6
2018,85 anos,Homem,
2018,86 anos,Homem,
2018,87 anos,Homem,2
2018,88 anos,Homem,2
2018,89 anos,Homem,2
2018,90 a 94 anos,Homem,4
2018,90 anos,Homem,
2018,91 anos,Homem,3
2018,92 anos,Homem,
2018,93 anos,Homem,1
2018,94 anos,Homem,
2018,95 a 99 anos,Homem,3
2018,95 anos,Homem,1
2018,96 anos,Homem,2
2018,97 anos,Homem,
2018,98 anos,Homem,
2018,99 anos,Homem,
2018,100 anos ou mais,Homem,3
2018,Idade ignorada,Homem,1
2018,Menos de 1 ano,Mulher,
2018,Menos de 7 dias,Mulher,
2018,Menos de 1 dia,Mulher,
2018,1 dia,Mulher,
2018,2 dias,Mulher,
2018,3 dias,Mulher,
2018,4 dias,Mulher,
2018,5 dias,Mulher,
2018,6 dias,Mulher,
2018,7 a 27 dias,Mulher,
2018,7 a 13 dias,Mulher,
2018,14 a 20 dias,Mulher,
2018,21 a 27 dias,Mulher,
2018,28 a 364 dias,Mulher,
2018,28 a 59 dias,Mulher,
2018,60 a 364 dias,Mulher,
2018,2 meses,Mulher,
2018,3 meses,Mulher,
2018,4 meses,Mulher,
2018,5 meses,Mulher,
2018,6 meses,Mulher,
2018,7 meses,Mulher,
2018,8 meses,Mulher,
2018,9 meses,Mulher,
2018,10 meses,Mulher,
2018,11 meses,Mulher,
2018,1 a 14 anos,Mulher,2
2018,1 a 4 anos,Mulher,1
2018,1 ano,Mulher,
2018,2 anos,Mulher,
2018,3 anos,Mulher,
2018,4 anos,Mulher,1
2018,5 a 9 anos,Mulher,
2018,5 anos,Mulher,
2018,6 anos,Mulher,
2018,7 anos,Mulher,
2018,8 anos,Mulher,
2018,9 anos,Mulher,
2018,10 a 14 anos,Mulher,1
2018,10 anos,Mulher,
2018,11 anos,Mulher,
2018,12 anos,Mulher,
2018,13 anos,Mulher,
2018,14 anos,Mulher,1
2018,15 a 84 anos,Mulher,56
2018,15 a 19 anos,Mulher,1
2018,20 a 24 anos,Mulher,2
2018,25 a 29 anos,Mulher,2
2018,30 a 34 anos,Mulher,5
2018,35 a 39 anos,Mulher,1
2018,40 a 44 anos,Mulher,5
2018,45 a 49 anos,Mulher,
2018,50 a 54 anos,Mulher,4
2018,55 a 59 anos,Mulher,2
2018,60 a 64 anos,Mulher,11
2018,65 a 69 anos,Mulher,5
2018,70 a 74 anos,Mulher,7
2018,75 a 79 anos,Mulher,4
2018,80 a 84 anos,Mulher,7
2018,85 anos ou mais,Mulher,21
2018,85 a 89 anos,Mulher,9
2018,85 anos,Mulher,2
2018,86 anos,Mulher,4
2018,87 anos,Mulher,1
2018,88 anos,Mulher,
2018,89 anos,Mulher,2
2018,90 a 94 anos,Mulher,2
2018,90 anos,Mulher,1
2018,91 anos,Mulher,
2018,92 anos,Mulher,
2018,93 anos,Mulher,
2018,94 anos,Mulher,1
2018,95 a 99 anos,Mulher,5
2018,95 anos,Mulher,
2018,96 anos,Mulher,1
2018,97 anos,Mulher,1
2018,98 anos,Mulher,2
2018,99 anos,Mulher,1
2018,100 anos ou mais,Mulher,5
2018,Idade ignorada,Mulher,
2019,Menos de 1 ano,Homem,5
2019,Menos de 7 dias,Homem,4
2019,Menos de 1 dia,Homem,3
2019,1 dia,Homem,
2019,2 dias,Homem,
2019,3 dias,Homem,1
2019,4 dias,Homem,
2019,5 dias,Homem,
2019,6 dias,Homem,
2019,7 a 27 dias,Homem,
2019,7 a 13 dias,Homem,
2019,14 a 20 dias,Homem,
2019,21 a 27 dias,Homem,
2019,28 a 364 dias,Homem,1
2019,28 a 59 dias,Homem,
2019,60 a 364 dias,Homem,1
2019,2 meses,Homem,
2019,3 meses,Homem,
2019,4 meses,Homem,
2019,5 meses,Homem,
2019,6 meses,Homem,
2019,7 meses,Homem,1
2019,8 meses,Homem,
2019,9 meses,Homem,
2019,10 meses,Homem,
2019,11 meses,Homem,
2019,1 a 14 anos,Homem,
2019,1 a 4 anos,Homem,
2019,1 ano,Homem,
2019,2 anos,Homem,
2019,3 anos,Homem,
2019,4 anos,Homem,
2019,5 a 9 anos,Homem,
2019,5 anos,Homem,
2019,6 anos,Homem,
2019,7 anos,Homem,
2019,8 anos,Homem,
2019,9 anos,Homem,
2019,10 a 14 anos,Homem,
2019,10 anos,Homem,
2019,11 anos,Homem,
2019,12 anos,Homem,
2019,13 anos,Homem,
2019,14 anos,Homem,
2019,15 a 84 anos,Homem,95
2019,15 a 19 anos,Homem,3
2019,20 a 24 anos,Homem,10
2019,25 a 29 anos,Homem,3
2019,30 a 34 anos,Homem,5
2019,35 a 39 anos,Homem,5
2019,40 a 44 anos,Homem,5
2019,45 a 49 anos,Homem,4
2019,50 a 54 anos,Homem,11
2019,55 a 59 anos,Homem,7
2019,60 a 64 anos,Homem,4
2019,65 a 69 anos,Homem,9
2019,70 a 74 anos,Homem,10
2019,75 a 79 anos,Homem,10
2019,80 a 84 anos,Homem,9
2019,85 anos ou mais,Homem,14
2019,85 a 89 anos,Homem,5
2019,85 anos,Homem,1
2019,86 anos,Homem,
2019,87 anos,Homem,1
2019,88 anos,Homem,1
2019,89 anos,Homem,2
2019,90 a 94 anos,Homem,4
2019,90 anos,Homem,
2019,91 anos,Homem,1
2019,92 anos,Homem,
2019,93 anos,Homem,2
2019,94 anos,Homem,1
2019,95 a 99 anos,Homem,4
2019,95 anos,Homem,
2019,96 anos,Homem,1
2019,97 anos,Homem,
2019,98 anos,Homem,2
2019,99 anos,Homem,1
2019,100 anos ou mais,Homem,1
2019,Idade ignorada,Homem,1
2019,Menos de 1 ano,Mulher,
2019,Menos de 7 dias,Mulher,
2019,Menos de 1 dia,Mulher,
2019,1 dia,Mulher,
2019,2 dias,Mulher,
2019,3 dias,Mulher,
2019,4 dias,Mulher,
2019,5 dias,Mulher,
2019,6 dias,Mulher,
2019,7 a 27 dias,Mulher,
2019,7 a 13 dias,Mulher,
2019,14 a 20 dias,Mulher,
2019,21 a 27 dias,Mulher,
2019,28 a 364 dias,Mulher,
2019,28 a 59 dias,Mulher,
2019,60 a 364 dias,Mulher,
2019,2 meses,Mulher,
2019,3 meses,Mulher,
2019,4 meses,Mulher,
2019,5 meses,Mulher,
2019,6 meses,Mulher,
2019,7 meses,Mulher,
2019,8 meses,Mulher,
2019,9 meses,Mulher,
2019,10 meses,Mulher,
2019,11 meses,Mulher,
2019,1 a 14 anos,Mulher,1
2019,1 a 4 anos,Mulher,
2019,1 ano,Mulher,
2019,2 anos,Mulher,
2019,3 anos,Mulher,
2019,4 anos,Mulher,
2019,5 a 9 anos,Mulher,
2019,5 anos,Mulher,
2019,6 anos,Mulher,
2019,7 anos,Mulher,
2019,8 anos,Mulher,
2019,9 anos,Mulher,
2019,10 a 14 anos,Mulher,1
2019,10 anos,Mulher,
2019,11 anos,Mulher,1
2019,12 anos,Mulher,
2019,13 anos,Mulher,
2019,14 anos,Mulher,
2019,15 a 84 anos,Mulher,66
2019,15 a 19 anos,Mulher,
2019,20 a 24 anos,Mulher,1
2019,25 a 29 anos,Mulher,5
2019,30 a 34 anos,Mulher,
2019,35 a 39 anos,Mulher,2
2019,40 a 44 anos,Mulher,2
2019,45 a 49 anos,Mulher,3
2019,50 a 54 anos,Mulher,5
2019,55 a 59 anos,Mulher,3
2019,60 a 64 anos,Mulher,4
2019,65 a 69 anos,Mulher,10
2019,70 a 74 anos,Mulher,9
2019,75 a 79 anos,Mulher,8
2019,80 a 84 anos,Mulher,14
2019,85 anos ou mais,Mulher,24
2019,85 a 89 anos,Mulher,12
2019,85 anos,Mulher,
2019,86 anos,Mulher,7
2019,87 anos,Mulher,1
2019,88 anos,Mulher,1
2019,89 anos,Mulher,3
2019,90 a 94 anos,Mulher,5
2019,90 anos,Mulher,1
2019,91 anos,Mulher,
2019,92 anos,Mulher,2
2019,93 anos,Mulher,
2019,94 anos,Mulher,2
2019,95 a 99 anos,Mulher,2
2019,95 anos,Mulher,1
2019,96 anos,Mulher,
2019,97 anos,Mulher,
2019,98 anos,Mulher,1
2019,99 anos,Mulher,
2019,100 anos ou mais,Mulher,5
2019,Idade ignorada,Mulher,